id,filename,hypo
124,audio_124.wav,ты такой глубокий иерофант но вы вообще не можете быть вместе и башня это разрушение ну нет тебе нужна какаято женщина на таких более тонких материях
125,audio_125.wav,знаешь это важно а вы после работы что делаете
126,audio_126.wav,хахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахахаха
127,audio_127.wav,продолжение следует
128,audio_128.wav,какой будет сегодня мотор предсказания на мотор поехали
129,audio_129.wav,слушайте ну будет мотор один из сильных потому что все же знают какой мы знак сегодня рассматриваем
130,audio_130.wav,это классно это легендарный выпуск уже априори почему
131,audio_131.wav,в том числе то есть очень много как бы есть и мифов связанных с этим знаком и какихто страхов вообще тайн
132,audio_132.wav,интересно же понять подтвердиться опровергнуться да я помню царь скорпионов скала джонс
133,audio_133.wav,шоу в котором ведущие разбирают натальную карту гостя олеся в это очень сильно верит а дима очень сильно сомневается кто из них прав
134,audio_134.wav,решит гость отдав свой волшебный шар одной из сторон
135,audio_135.wav,аааа скорпион
136,audio_136.wav,что а
137,audio_137.wav,а ты в биологию не веришь странно что олеся верит я короче полукровка
138,audio_138.wav,вот это моя любимая киновселенная я типа и верю и не верю одновременно
139,audio_139.wav,у меня до вас был психоаналитик это связано серьезно нет я ей рассказываю что я иду и она мне говорит
140,audio_140.wav,ну что сейчас мы будем ире делать начальный расклад
141,audio_141.wav,договорились
142,audio_142.wav,комментарий то хвалебный а я вот кстати хочу сказать что у нас
143,audio_143.wav,очень добрая аудитория дай вам бог пожалуйста люди добрые хоть здесь не засрите меня ну рыба ну что делать
144,audio_144.wav,ну живу с этим ир
145,audio_145.wav,так смотри вопервых никогда мы на мужчину не кричим даже на картах да спасибо да
146,audio_146.wav,всем привет это шестнадцатый выпуск шоу «кстати» с азаматом харламовым
147,audio_147.wav,я вот жене теслу купил
148,audio_148.wav,как и мой мотоцикл тоже мы сейчас ищем крестных для наших детей
149,audio_149.wav,дотянули
150,audio_150.wav,простор и он говорит все остановись все пристегнись выдохни и просто вот сейчас просто возьми правой ногой нажми
151,audio_151.wav,педаль газа до конца
152,audio_152.wav,не надо не надо не надо да да да не надо не надо не надо вот такая вот а с каких пор ты вообще скорость полюбил на мотоцикле ты вообще испытываешь ну
153,audio_153.wav,такие перегрузы от которых этот
154,audio_154.wav,ну вообще я тебе скажу что это конечно лицемер чистой воды просто
155,audio_155.wav,он тут меня распинал он распинался а как мне помочь российскому автопрому что
156,audio_156.wav,живого места не оставила на своей репутации наша сборная с кем она с кенни с кенни 22 сыграла
157,audio_157.wav,с камеруном 10 да да я просто не очень разбираюсь это круто или
158,audio_158.wav,но футбол я не знаю кстати там же мяч круглый поле ровное там надо смотреть
159,audio_159.wav,бесшумный убийца назвали словом ассасин ассасин
160,audio_160.wav,ладно все из позитивного что произошло
161,audio_161.wav,ну фиг его знает
162,audio_162.wav,ну как бы там и не о чем рассказывать и он сейчас рассказывать не может
163,audio_163.wav,а слушайте вот новость
164,audio_164.wav,спасибо
165,audio_165.wav,вопервых хочется поздравить от всей души смешарики с днем рождения лосяш не закругляйтесь дадада
166,audio_166.wav,чтобы из наших детей не выросли такие ребята как денис дорохов который предлагает подрисовать
167,audio_167.wav,ну и вырастут такие умные парни как леша щербаков мы начинаем
168,audio_168.wav,субтитры сделал dimatorzok
169,audio_169.wav,субтитры сделал dimatorzok
170,audio_170.wav,друзья я позвал к нам сюда
171,audio_171.wav,понастоящему большого гостя он старше тебя азамат так да
172,audio_172.wav,он старше меня таких немного людей но старше тебя денис поэтому
173,audio_173.wav,спасибо
174,audio_174.wav,наконецто и на меня бульдога натравили
175,audio_175.wav,это не название города это имя да да да да
176,audio_176.wav,я говорил тебе я говорил
177,audio_177.wav,а кто это может быть вы к боярскому обратите чтобы к нам пришел всетаки потому что мы теперь боимся
178,audio_178.wav,спасибо
179,audio_179.wav,значит денис смотри если что вы мне напомните денис денис запомни самое главное запомни что для тебя
180,audio_180.wav,трижды лауреат премии ника так к нему и обращайте понял
181,audio_181.wav,история ничему не учит но наказывает за незнание ее уроков
182,audio_182.wav,эта фраза принадлежит василию ключевскому известному историку и профессору московского университета история не только помогает анализировать
183,audio_183.wav,процессы которые происходят сегодня но и в какомто смысле предугадывать будущее зная историю
184,audio_184.wav,можно хотя бы попытаться не повторять ошибок прошлого опираясь на эти тезисы мы запускаем новый проект «история россии»
185,audio_185.wav,героем нашего первого выпуска станет александр невский полководец который не потерпел ни одного поражения
186,audio_186.wav,политик который определил курс российского государства
187,audio_187.wav,на несколько столетий вперед
188,audio_188.wav,для начала давайте поговорим о том какой была русь в 13 веке
189,audio_189.wav,как вы можете видеть мы находимся в древнем городе вот так выглядели практически все крупные поселения на тот момент
190,audio_190.wav,никаких бизнесцентров вместо них оборонительные башни нет велодорожек никаких кофеин
191,audio_191.wav,и ресторанов только репа главный экономический торговый центр руси на тот момент
192,audio_192.wav,вовсе не москва а новгородская республика она занимает огромную территорию от северного ледовитого океана до верховьев волги
193,audio_193.wav,управляет новгородом князь но в действительности вся власть сосредоточена в руках вечи и бояр
194,audio_194.wav,именно они выбирают князя они же могут его изгнать
195,audio_195.wav,помимо всего прочего русь xiii века раздроблена на множество княжеств которые все время враждуют между собой за сферы влияния
196,audio_196.wav,и вот в такой обстановке в 1221 году на свет появляется александр невский
197,audio_197.wav,с малых лет на александра сваливается груз ответственности
198,audio_198.wav,ему еще предстоит удержать власть в своих руках если выживет конечно александр начинает править в новгороде в 16 лет
199,audio_199.wav,и почти сразу сталкивается с первой серьезной опасностью княжеству грозит нападение шведов
200,audio_200.wav,насильно обратить новгородцев в католичество для этого рыцари сопровождают католические епископы
201,audio_201.wav,в июле 1240го шведское войско высаживается в
202,audio_202.wav,в устье реки невы в районе ижоры
203,audio_203.wav,александр решает выступить немедленно и ударить пока шведы не ожидают нападения
204,audio_204.wav,но у биргера 5000 воинов
205,audio_205.wav,а у новгородского князя только его дружина александр созывает народное ополчение и вскоре собирает под свои знамена полторы
206,audio_206.wav,тысячи человек шведов все еще больше но проблема даже не в этом биргер – опытный закаленный в боях воин
207,audio_207.wav,у себя на родине он не менее известен чем александр невский в россии именно биргер основал стокгольм
208,audio_208.wav,и сегодня самая длинная улица шведской столицы названа в его честь александр хоть и участвовал в сражениях но еще никогда не был
209,audio_209.wav,не вел войско на битву для него предстоящий бой это еще и личный вызов
210,audio_210.wav,15 июля войско новгородцев нападает на шведов сразу с трех направлений
211,audio_211.wav,боярин гаврила алексич верхом на коне прямо по сходням въезжает на борт шведской ладьи и начинает
212,audio_212.wav,он выбирается на берег и продолжает бой один из русских воинов пробирается в шатерну
213,audio_213.wav,и подрубает опоры роскошный шатер один из символов власти ярла
214,audio_214.wav,падает на землю его втаптывают в грязь сражение продолжается весь день
215,audio_215.wav,и к вечеру биргер окончательно понимает что проиграл
216,audio_216.wav,после этой победы князь александр получает победу
217,audio_217.wav,прозвища «невский» помимо шведов у руси есть еще один противник
218,audio_218.wav,ливонский орден
219,audio_219.wav,летом 1240го рыцари идут в поход на русь занимают изборск затем псков
220,audio_220.wav,их следующая цель – новгород
221,audio_221.wav,удивительно но даже зная о приближении противника новгородские бояре изгоняют александра невского
222,audio_222.wav,почему после победы над шведами влияние князя возросло бояре опасаются дальнейшего усиления его власти
223,audio_223.wav,бояре посылают князю гонцов и умоляют вернуться
224,audio_224.wav,с третьего раза александр соглашается он собирает силы и выбивает ливонцев
225,audio_225.wav,из пскова но главная битва с крестоносцами еще впереди она пройдет 5 апреля 1242 года на чудском озере
226,audio_226.wav,историки до сих пор спорят о численности армий которые сошлись на льду озера одни говорят о 15 тысячах русских и 10 тысячах
227,audio_227.wav,александр выстраивает своих воинов прямо на льду озера
228,audio_228.wav,в центре князь ставит лучников с фланга в конницу за спиной русского войска выстроены баррикады из обозов
229,audio_229.wav,заграждения должны помешать рыцарям выбраться на берег
230,audio_230.wav,крестоносцы наступают свиньей так на руси называют боевой порядок в форме тупоконечного клина
231,audio_231.wav,тогда александр приказывает конницы обойти ливонцев с флангов и взять их в клещи заметив что главные силы ордена
232,audio_232.wav,попали в ловушку вспомогательный отряд крестоносцев пускается в бегство
233,audio_233.wav,опасность угрожает руси не только с запада но и с востока в 1237м на страну украина
234,audio_234.wav,чернигов и киев отец александра великий князь владимирский ярослав отправляется в сарай столицу золотой орды
235,audio_235.wav,и первым из русских князей просит у батыя ярлык на княжение
236,audio_236.wav,ярлык — это ханская грамота которая подтверждает
237,audio_237.wav,полномочия князя батый одобряет кандидатуру ярослава но отправляет князя в столицу монгольской империи
238,audio_238.wav,каракарум ярлык на княжение он получит там из рук великого хана ярослав едет в столицу встречается с ханом
239,audio_239.wav,но внезапно умирает на обратном пути судя по всему монголы его отборожают
240,audio_240.wav,настает
241,audio_241.wav,очередь невского нанести визит великому хану
242,audio_242.wav,но сначала он решает
243,audio_243.wav,превыше всего монголы ценят воинскую доблесть поэтому разбивший шведов русский князь вызывает у хана уважение
244,audio_244.wav,по приказу батыя александру подносят чашу кумыса
245,audio_245.wav,выпить кумыса с ханом – великая честь но если не осушить чашу до дна можно нанести хану огромное оскорбление
246,audio_246.wav,заплатить за него скорее всего придется жизни а по легенде чаша просто огромная баты внимательно следит за русским князем
247,audio_247.wav,осилит ли не поморщится
248,audio_248.wav,александр допивает чашу до конца с этого момента хан начинает ему покровительствовать по легенде…
249,audio_249.wav,александр невский и вовсе стал батыю приемным сыном русский князь якобы поворотался с наследником хана сартаком
250,audio_250.wav,подружиться с харизматичным князем дальнейший путь невского лежит в монгольскую столицу до которой
251,audio_251.wav,которого от батыя путь в пять
252,audio_252.wav,тысяч километров и пока князь с младшим братом андреем добираются до города правитель империи умирает
253,audio_253.wav,теперь власть сосредоточена в руках его вдовы
254,audio_254.wav,субтитры сделал dimatorzok
255,audio_255.wav,эй
256,audio_256.wav,это «ревузор» это второй сезон первого онлайншоу про вузы
257,audio_257.wav,в этом сезоне мы собрали целую команду пять популярных блогеров чтобы проверить университеты россии
258,audio_258.wav,что скрывается за дорогими лабораториями
259,audio_259.wav,человек с высшим историческим образованием антон он уже прошел этот путь и точно знает как правильно сочетать студенческий быт и
260,audio_260.wav,продолжение следует
261,audio_261.wav,проверим зачет или пересдача врываемся в новый сезон пристегнитесь мы не намерены останавливаться по дороге
262,audio_262.wav,субтитры сделал dimatorzok
263,audio_263.wav,продолжение следует
264,audio_264.wav,я рад тебя видеть я тебя тоже антон супер сережки спасибо всем привет ревузор снова с вами
265,audio_265.wav,с нами у нас много нового теперь целая команда но доверить начать этот сезон мы решили старичка
266,audio_266.wav,антон это сейчас про кого былто ну ладно на самом деле я соскучилась а ты а вы
267,audio_267.wav,у нас на пути
268,audio_268.wav,главный вуз российской ядерной энергетики один из немногих сочетающих в себе фундаментальную физику и инженерию это важно антон
269,audio_269.wav,инженеры и физики ждут нас
270,audio_270.wav,я бы не был так уверен но всетаки я подготовил список главных локаций по ним мы и отправимся тебе осталось только переодеться ты же толстовку взяла
271,audio_271.wav,ну конечно взяла пойдем
272,audio_272.wav,нет это не тайное заклинание или приветствие на корейском это расшифровывается как национальный исследовательский ядерный университет
273,audio_273.wav,московский инженернофизический институт факт первый
274,audio_274.wav,это один из первых двух национальных исследовательских университетов россии
275,audio_275.wav,он ведет историю с 1942 года интересно что первые занятия тут начались 1 января 43го
276,audio_276.wav,да уж а современных студентов не то что первого к первой не всегда соберешь
277,audio_277.wav,факт второй инфа для любителей считать шаги комплекс вуза – это 57 зданий и сооружений он занимает территорию в 19 гектаров
278,audio_278.wav,общая площадь учебных и исследовательских корпусов составляет более 96 тысяч квадратных метров и это только московский кампус
279,audio_279.wav,факт третий шесть сотрудников и преподавателей мифи получили нобелевскую премию круто это всетаки побольше чем повышенные стипендии
280,audio_280.wav,факт 4
281,audio_281.wav,уже ищешь в поиске сколько баллов нужно набрать для поступления не спеши мы все расскажем
282,audio_282.wav,средний балл для прохождения на бюджет в 2023 году – 93 балла
283,audio_283.wav,при этом минимальный средний балл чуть больше 87 баллов в институте финансовых технологий и экономической безопасности
284,audio_284.wav,сложнее всего поступить в институт международных отношений здесь средний балл достигает почти 100 баллов для профильных направлений средние баллы такие
285,audio_285.wav,факт пятый
286,audio_286.wav,субтитры сделал dimatorzok
287,audio_287.wav,кстати мифи находится на 18м месте в медиарейтинге вузов россии по информации на август 2023 года
288,audio_288.wav,вы как там
289,audio_289.wav,разгоняем частицы арина может со студентов начнём
290,audio_290.wav,ребят привет привет как тебя зовут сколько тебе лет на кого учишься привет я миша
291,audio_291.wav,перешел на второй курс успешно недавно сессию закрыл со средними оценками потому что немножко был раздолбаем под конец года но потом собрался потом собрался я учусь на
292,audio_292.wav,безопасника информационная безопасность мы готовимся к поступлению в этот вуз я учусь на 42й кафедре информационной безопасности почему ты выбрала именно мифи
293,audio_293.wav,вопервых это очень престижный университет а вовторых здесь есть направление экономической безопасности
294,audio_294.wav,да поступить трудно но как говорится чем труднее поступить значит тем лучшее будет образование а подготовительное обучение оно платное бесплатное бесплатное
295,audio_295.wav,технические науки хорошо изучаются а даже если учиться в какихнибудь гуманитарных вузах все равно в будущем в профессии понадобится знание всех вот этих
296,audio_296.wav,технических наук у нас есть реактор и это главный фактор
297,audio_297.wav,продолжение следует
298,audio_298.wav,идём идём идём привет привет ждал нас да а мы же без предупреждения как так ну я догадывался что приду посмотреть
299,audio_299.wav,скажите нам теперь что здесь делают что здесь происходит ну вот у вас на экране находится сейчас цифровой
300,audio_300.wav,цифровая копия реактора иртмифи
301,audio_301.wav,то есть как есть автомобильные
302,audio_302.wav,симуляторы обучения самолета симуляторы обучения такой же есть и ядерный все правильно окей симулятор это понятно а какие еще возможности применения для чего это
303,audio_303.wav,ну также есть возможность проведения виртуальных экспериментов лабораторных работ для студентов и в целом развития
304,audio_304.wav,виртуальных технологий с точки зрения ядерной физики а можно попробовать конечно
305,audio_305.wav,смотрите у вас есть вот под большим пальцем
306,audio_306.wav,продолжение следует
307,audio_307.wav,ага
308,audio_308.wav,эх арина арина приходи на пересдачу
309,audio_309.wav,продолжение следует
310,audio_310.wav,живешь в общаге или ездишь из дома я живу в общаге на улице кошкина
311,audio_311.wav,шик будет
312,audio_312.wav,а тараканы есть конечно есть везде есть уровень жизни в общежитии на среднем какомто показателе находится здание так или иначе старое оно я думаю годов 60х застройки
313,audio_313.wav,но сейчас есть новое общежитие куда хочется попробовать также отобраться
314,audio_314.wav,не иметь дисциплинарных засканий
315,audio_315.wav,общежитие — это больше не про какието условия там всё такое это про атмосферу
316,audio_316.wav,у вас контингент преподавателей взрослый или всетаки более молодой зависит от кафедры
317,audio_317.wav,а вы ребят кто собирается поступать смотрите обязательно ревузор и выбирайте вуз
318,audio_318.wav,без идеального совпадения не сложится идеальная картинка
319,audio_319.wav,привет я саша мне 21 год скоро я оканчиваю институт и всю свою сознательную жизнь я помогаю людям
320,audio_320.wav,родители меня так воспитали что для меня это не какоето геройство а норма жизни я много работал волонтером на разных мероприятиях
321,audio_321.wav,спортивные турниры конференции в библиотеках танцы в
322,audio_322.wav,парках и многие другие добрые дела для меня лучший стимул продолжать творить добро — это радостные эмоции
323,audio_323.wav,и счастливые глаза людей которым я смог помочь я сагитировал многих своих друзей продолжать творить эту цепочку добра
324,audio_324.wav,потому что я абсолютно уверен что добро возвращается
325,audio_325.wav,недавно я наткнулся на информацию о том что можно стать донором костного мозга я никогда ничего об этом не слышал
326,audio_326.wav,и вот решил узнать
327,audio_327.wav,костный мозг не берут из позвоночника донация костного мозга или гемоэпоэтических статуловых клеток крови существует два способа первый способ
328,audio_328.wav,это способ афереза
329,audio_329.wav,и представляет он из себя банальную сдачу
330,audio_330.wav,крови или тромбоцитов или плазмы то есть какихто компонентов крови но для того чтобы клетки гемопоэтические столовые клетки крови
331,audio_331.wav,оказались непосредственно в крови перед этой процедурой донору будут вводить специальный препарат который поможет просто выйти этим гемопоэтическим столовым клеткам
332,audio_332.wav,кровь как правило метод афереза применяется в настоящее время в большинстве случаев практически 95
333,audio_333.wav,путём прокола тазовых костей и забора непосредственно костного мозга из тазовых костей конечно же эта процедура
334,audio_334.wav,проводится в условиях операционной предварительно с донором будет общаться не только
335,audio_335.wav,гематолог трансфузиолог который будет проводить эксфузию костного мозга
336,audio_336.wav,и также врачанестезиолог который подберет конкретно для этого донора определенные
337,audio_337.wav,тип анестезиологического пособия во время донации донор донирует меньше 1 от всех гемопоэтических столовых клеток крови
338,audio_338.wav,практически безболезненная и на текущий момент не опасная процедура поскольку в настоящее время мы знаем все возможные побочные эффекты от того или иного
339,audio_339.wav,применяемого лекарственного средства или метода лечения
340,audio_340.wav,и мы предотвращаем все возможные последствия все доноры проходят
341,audio_341.wav,комплексное обследование перед процедурой донации и конечно же для нас очень важно чтобы донор был полностью здоров чтобы быть правильным
342,audio_342.wav,полностью уверенным что мы не навредим
343,audio_343.wav,какихто тромбозов мы забираем крайне малое количество гемопоэтических стволовых клеток крови буквально 1 от всех клеток
344,audio_344.wav,клеток крови которые находятся в организме донора в организме человека то восстановление происходит за
345,audio_345.wav,буквально 23 недели законодательно донор может отказаться на любом этапе от проведения донации но
346,audio_346.wav,каждый донор который вступил в регистр должен понимать о том что когда ему позвонили и сказали что вы подходите для консультата
347,audio_347.wav,какогото пациента это не только ему сообщили какуюто новость это и пациенту сообщили тоже новость о том что ему найден донор и
348,audio_348.wav,конечно же пациенты — это люди которые страдают онкологическими онкогематологическими заболеваниями
349,audio_349.wav,для них появляется огромная надежда на спасение на то что они
350,audio_350.wav,будут живы после трансплантации человек который вступил в регистр доноров костного мозга должен держать постоянный контакт с регистром если он вдруг меняет свои
351,audio_351.wav,контактные данные поскольку ему могут не звонить длительное время
352,audio_352.wav,также донору необходимо понимать о том что
353,audio_353.wav,он должен будет в конечном счете задействовать свое личное время свое состояние свое настроение для того чтобы пройти в дальнейшем
354,audio_354.wav,подтверждающее типирование пройти обследование в конечном счете донация может спасти жизнь пациенту
355,audio_355.wav,принято считать что о благих делах не говорят но если о них не говорить то
356,audio_356.wav,как вдохновить других на чтото хорошее нас
357,audio_357.wav,тем больше людей будет спасено в ваших руках сделать выбор в пользу добра сдать кровь на типирование — это шанс для каждого из нас помочь тому кто не может
358,audio_358.wav,кто в этом понастоящему нуждается
359,audio_359.wav,других клоунов обмануть нас сделать вид что они настоящие дойти до финала и победить в этом челлендж
360,audio_360.wav,и нам придется оставить его на канале всем привет дорогие клоуны у нас для вас куча вопросов
361,audio_361.wav,интересно мне кажется этот клоун чтото скрывает это точно не клоун парни внимание номер два я не умею считать
362,audio_362.wav,наш клом бы так не ответил это вообще бред номер 3
363,audio_363.wav,7 раз потому что 7 дней неделю возможно похож похож номер 4 ровно 75 раз
364,audio_364.wav,ровно 75 раз как будто тоже ну вообще не наш варик или возможно или не наш чтобы крест на нем не ставить пока вот сюда его поставим
365,audio_365.wav,мне кажется в районе пяти ребятки вы плохо смотрели наши выпуски пять четынадцать
366,audio_366.wav,ровно три раза сказал хорошо уверенно но с цифрой ошибся ну возможно но на самом последнем месте вот так вот пока вот так вот он здесь на границе 15
367,audio_367.wav,конечно 6 вы что не помните я помню каждый раз
368,audio_368.wav,из конкурса как говорится убрать я предлагаю вот
369,audio_369.wav,за любую малейшую провинность да итак мы из игры выкидываем клоуна под номером 2
370,audio_370.wav,иди нажимай на кнопку номер 2 мы с тобой прощаемся так ну попрощались это точно не наш ненене вообще я спокоен
371,audio_371.wav,такой длинный такой какойто он такой непонятный 11ый что говоришь 11ый повыше повыше туда его
372,audio_372.wav,вот зрители сейчас сами посмотрите буквально и подумайте кто из них может быть настоящим клоуном ага ребята
373,audio_373.wav,номер 12 да номер 12 номер 12 пока покапока
374,audio_374.wav,это вообще это как будто не клоун это вообще не клоун сын клоуна вышел две недели назад а он уже говорит что это первый ролик с клоуном понятно
375,audio_375.wav,както вот сюда вот так вот в общем вот такой вот исход раунда нам нужно определить кого кикнуть вот этого с пола подняли
376,audio_376.wav,номер 5 вы клоун из барахолки точно не а4 вставай клоун иди домой
377,audio_377.wav,риви давай следующее испытание будет такое
378,audio_378.wav,каждый клоун расскажет о себе хорошо сейчас будем брать игры у меня есть пара вопросиков которые должны нормально так обсадить первый клоун твой рассказ
